chain,stage,n_applic_kg,tan_applic_kg,nh3_n_app_kg,nh3_app_kg,no2_reported_kg,nox_n_app_kg,n2o_n_direct_soil_kg,n2o_direct_soil_kg,n_precursor_vol_kg,n2o_n_indirect_vol_kg,n2o_indirect_vol_kg,n_leach_runoff_kg,no3_leach_runoff_kg,n2o_n_indirect_leach_kg,n2o_indirect_leach_kg,n_returned_after_atmospheric_losses_kg,tan_after_application_kg,soil_n_remaining_after_direct_losses_kg,mass_balance_residual_kg
A3→A4,A4: Aplicación de aguas verdes en campos de pastoreo,38.00288720779132,21.677376245226313,11.922556934874473,14.477390563776146,1.5201154883116528,0.4626438442687639,0.22801732324674792,0.35831293653060386,12.385200779143236,0.17339281090800532,0.2724744171411512,9.120692929869916,40.391640117995344,0.10032762222856907,0.1576576920734657,25.389669105401335,9.75481931035184,16.26897617553142,0.0
B1→B2,B2: Aplicación de purines en campo de pastoreo,114.08615383552467,65.07633137295966,35.79198225512781,43.461692738369486,4.563446153420987,1.3888749162585614,0.684516923013148,1.0756694504492326,37.18085717138637,0.5205320003994092,0.8179788577705001,27.380676920525918,121.25728350518621,0.3011874461257851,0.47329455819766225,76.22077974112516,29.284349117831844,48.84010282059924,-1.4210854715202004e-14
