stage,current_n_input_kg,propagated_n_input_kg,n_input_absolute_difference_kg,n_input_relative_difference_pct,current_direct_n2o_kg,propagated_direct_n2o_kg,current_indirect_n2o_kg,propagated_indirect_n2o_kg,current_n2o_climate_kg_co2_eq,propagated_n2o_climate_kg_co2_eq,climate_absolute_difference_kg_co2_eq,climate_relative_difference_pct,comparison_note
A2: Lombricompostaje,38.45452738224265,52.385688154166665,13.931160771924013,36.22762186997279,0.3021427151461923,0.4116018354970238,0.3806998210842022,0.006157225028437223,211.6811862314223,129.5053087628929,-82.1758774685294,-38.820586246474406,Actual: N experimental y FracGasMS; propagado: N de A1 y precursor explícito Komakech+EMEP.
A4: Aplicación de aguas verdes en campos de pastoreo,24.002938006614276,38.00288720779132,13.999949201177042,58.3259815832512,0.2263134154909346,0.35831293653060386,0.21047147640656919,0.4301321092146169,135.40331648822615,244.41796418101845,109.0146476927923,80.5110617082053,Actual: medición y volatilización histórica; propagado: N/TAN de almacenamiento y NH3-N+NOx-N explícitos.
B2: Aplicación de purines en campo de pastoreo,38.58690854078291,114.08615383552467,75.49924529474177,195.66025926888085,0.36381942338452455,1.0756694504492326,0.33835206374760785,1.2912734159681623,217.67316101096105,733.7522885893925,516.0791275784314,237.0890031557193,Actual: medición y volatilización histórica; propagado: N/TAN de almacenamiento y NH3-N+NOx-N explícitos.
