stage,manure_mass_kg,washing_water_l,theoretical_mixture_mass_kg,propagated_n_kg_per_year,modelled_n_mass_fraction,modelled_n_pct,experimental_n_pct,absolute_difference_percentage_points,relative_difference_pct,interpretation
A4: Aplicación de aguas verdes en campos de pastoreo,8753.625181,250572.5,259326.125181,38.00288720779132,0.00014654476937588418,0.014654476937588418,0.00925588888888889,0.005398588048699528,58.3259815832512,Comparación teórica/diagnóstica por dilución del flujo anual; no valida estrictamente la muestra M2.
B2: Aplicación de purines en campo de pastoreo,26278.725181,250572.5,276851.225181,114.08615383552467,0.00041208469914098204,0.041208469914098204,0.013937777777777768,0.027270692136320437,195.66025926888082,Comparación teórica/diagnóstica por dilución del flujo anual; no valida estrictamente la muestra M2.
