emep_n2_factor_fraction_tan,n2_n_kg,n_total_out_kg,tan_out_kg,change_vs_central_n_total_out_kg,change_vs_central_pct_n_total_in
0.0,0.0,51.84388584846687,19.875451560071035,6.0465976275,11.542461005199305
0.15,3.02329881375,48.820587034716866,16.852152746321035,3.02329881375,5.771230502599653
0.3,6.0465976275,45.79728822096687,13.828853932571036,0.0,0.0
