escenario,etapa,mcf_pct,ef3,frac_gas_ms,frac_leach_ms,justificacion,fuente
A,2,,,,0,"No se modeló una pérdida de N hacia el ambiente por lixiviación durante A2: camas bajo techo e impermeabilizadas, sin drenaje y sin riego operacional regular","Infraestructura: Vargas Sarmiento (2023); operación: observación directa del investigador"
