modelo,unidad_factor,co2_kg_por_kg_residuo_seco,ch4_kg_por_kg_residuo_seco,n2o_kg_por_kg_residuo_seco,nota
medido,kg_gas_por_kg_residuo_seco,0.102,0.0076,0.00000003943,Factores medidos reportados por kg de residuo en base seca
