jornada_muestreo,fecha_muestreo,fecha_recepcion,fecha_analisis,tipo_material,identificador_muestra,identificador_muestra_origen,repeticion_muestra,replica_analitica,nivel_observacion,variable,valor,unidad,base_medicion,incertidumbre,laboratorio,metodo_analitico,fuente_metodo_analitico,archivo_origen,hoja_origen,celda_o_fila_origen,id_reporte_laboratorio,uso_modelo,motivo_uso_modelo,bandera_calidad
M2,,,,estiércol precompostado,M2-EP-1,B13,1,3,replica_analitica,cenizas,22.29236698,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B13 / BI13,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-1,B13,1,3,replica_analitica,sólidos volátiles,77.70763302,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B13 / BI13,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B21,2,1,replica_analitica,humedad,81.76454506,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B21 / BI21,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B21,2,1,replica_analitica,materia seca,18.23545494,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B21 / BI21,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B21,2,1,replica_analitica,cenizas,20.08254385,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B21 / BI21,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B21,2,1,replica_analitica,sólidos volátiles,79.91745615,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B21 / BI21,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B22,2,2,replica_analitica,humedad,82.85935044,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B22 / BI22,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B22,2,2,replica_analitica,materia seca,17.14064956,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B22 / BI22,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B22,2,2,replica_analitica,cenizas,21.25230821,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B22 / BI22,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B22,2,2,replica_analitica,sólidos volátiles,78.74769179,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B22 / BI22,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B23,2,3,replica_analitica,humedad,81.68722282,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B23 / BI23,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B23,2,3,replica_analitica,materia seca,18.31277718,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B23 / BI23,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B23,2,3,replica_analitica,cenizas,20.94739093,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B23 / BI23,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-2,B23,2,3,replica_analitica,sólidos volátiles,79.05260907,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B23 / BI23,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B31,3,1,replica_analitica,humedad,78.78491572,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B31 / BI31,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B31,3,1,replica_analitica,materia seca,21.21508428,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B31 / BI31,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B31,3,1,replica_analitica,cenizas,21.74870263,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B31 / BI31,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B31,3,1,replica_analitica,sólidos volátiles,78.25129737,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B31 / BI31,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B32,3,2,replica_analitica,humedad,80.19115442,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B32 / BI32,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B32,3,2,replica_analitica,materia seca,19.80884558,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B32 / BI32,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B32,3,2,replica_analitica,cenizas,20.47315742,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B32 / BI32,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B32,3,2,replica_analitica,sólidos volátiles,79.52684258,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B32 / BI32,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B33,3,3,replica_analitica,humedad,82.93097055,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B33 / BI33,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B33,3,3,replica_analitica,materia seca,17.06902945,%,masa fresca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B33 / BI33,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B33,3,3,replica_analitica,cenizas,17.05561072,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B33 / BI33,,elegible,Caracterización gravimétrica primaria de sólidos.,
M2,,,,estiércol precompostado,M2-EP-3,B33,3,3,replica_analitica,sólidos volátiles,82.94438928,%,masa seca,,no documentado,gravimetría,Procedimiento y masas primarias registrados en las hojas Procedure y Data.,Academic_documents/resultados CIA y LASA muestreo 2/muestreo2_solidos_volatiles.xlsx,Data,B33 / BI33,,elegible,Caracterización gravimétrica primaria de sólidos.,
